Name,Type,Version,Date Appear,Author,Solve Date
Test fail in opencv_perf_objdetect Perf_Objdetect_QRCode_Multi.detectMulti/* and decodeMulti/*,bug,Not specified,2021-08-04 08:29:13+00:00,handsome-fu,2021-08-04 10:05:24+00:00
ctest failed in opencv@4.5.3 on centos8_aarch64,test,Not specified,2021-08-04 06:55:57+00:00,Tom-python0121,2021-08-06 06:47:30+00:00
Broken Link OpenCV ,Uncategorized,3.4.16,2021-08-04 05:46:20+00:00,abhi-bhatra,2021-08-07 18:55:25+00:00
fix ONNXImporter diagnostic mode layer registration issue,bug,4.5.4,2021-08-03 16:27:28+00:00,rogday,2021-08-20 14:43:47+00:00
Fix Broken Link,Uncategorized,3.4.16,2021-08-03 15:05:11+00:00,abhi-bhatra,2021-08-04 17:28:59+00:00
Link Fix,Uncategorized,Not specified,2021-08-03 12:15:41+00:00,abhi-bhatra,2021-08-03 15:03:06+00:00
OpenCV package manager broken link Google Play,platform: android,5.0,2021-08-03 10:17:32+00:00,adrianolc,2023-12-12 06:56:28+00:00
[G-API] Support FP16 input precision for IE backend,feature,4.5.4,2021-08-03 08:05:19+00:00,TolyaTalamanov,2021-08-05 08:59:24+00:00
fix opencv/opencv#20486 switching opencl contexts,category: core,Not specified,2021-08-02 21:06:55+00:00,diablodale,2021-10-13 18:09:21+00:00
fix wrong path for rubberwhale images,Uncategorized,Not specified,2021-08-02 20:46:45+00:00,andno037,2021-08-03 06:44:42+00:00
fix traincascade documentation,category: documentation,3.4.16,2021-08-02 17:02:21+00:00,AleksandrPanov,2021-08-03 12:07:26+00:00
fix: convert arguments names that are keywords reserved by Python,category: python bindings,3.4.16,2021-08-01 09:07:56+00:00,VadimLevin,2021-08-02 08:11:09+00:00
Issue in python template matching (CUDA),category: gpu/cuda (contrib),Not specified,2021-07-31 18:36:47+00:00,Sanji515,2021-10-04 02:02:11+00:00
Support cumsum layer for onnx,feature,4.5.4,2021-07-31 16:20:54+00:00,thezane,2021-08-17 17:09:25+00:00
 Cannot determine an origin framework with a name '/storage/..../model.onnx' in function readNet,incomplete,Not specified,2021-07-31 12:08:28+00:00,iglaweb,2021-10-04 02:01:27+00:00
Add Python's test for LSTM layer,test,3.4.16,2021-07-30 16:12:28+00:00,JulieBar,2021-08-05 15:13:18+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-07-30 14:53:30+00:00,alalek,2021-07-30 15:55:50+00:00
Reimplement onnx refactor for master,port/backport done,4.5.4,2021-07-30 10:07:27+00:00,rogday,2021-07-30 14:39:30+00:00
"hey can u solve this error plz tell me the solution @dkurt  I got another error when i add concatenate layer, it gives me this error:",incomplete,Not specified,2021-07-30 08:04:24+00:00,Yogeshkumar1234,2021-10-04 02:00:21+00:00
[G-API] Support postprocessing for not argmaxed outputs,category: g-api / gapi,4.5.4,2021-07-29 21:16:45+00:00,TolyaTalamanov,2021-08-06 10:26:49+00:00
"Added exposure and gain props, maximized pixel clk",category: videoio(camera),4.5.4,2021-07-29 20:14:27+00:00,nibeh,2021-08-24 09:31:54+00:00
Remove explicit PNet resizes from MTCNN graph,category: samples,4.5.4,2021-07-29 13:36:18+00:00,dbudniko,2021-08-02 10:58:19+00:00
Problems met when run opencv using gstreamer to decode jpeg image on jetson nano,question (invalid tracker),Not specified,2021-07-29 09:15:48+00:00,wrchen-voxel,2021-10-04 02:00:06+00:00
"Fix typo in comment, OpenMP => TBB",bug,4.5.4,2021-07-29 01:35:58+00:00,zchrissirhcz,2021-07-29 13:12:22+00:00
GSoC module to save and load point cloud,GSoC,5.0,2021-07-28 20:00:56+00:00,ibvfteh,2022-05-13 18:10:39+00:00
found no DISOpticalFlow in version3.2.0,invalid,Not specified,2021-07-28 14:04:02+00:00,kangmingit,2021-07-29 02:00:04+00:00
G-API: onVPL source simple (WIP),category: g-api / gapi,Not specified,2021-07-28 12:08:32+00:00,sivanov-work,2021-11-02 13:27:22+00:00
FLANNException that I don't know how to solve,question (invalid tracker),Not specified,2021-07-28 08:29:10+00:00,AlaricLcrs,2021-09-29 12:06:22+00:00
Installation Error,duplicate,Not specified,2021-07-27 19:46:33+00:00,VIGNESHinZONE,2021-10-04 01:59:36+00:00
Add Max layer to TF,test,3.4.16,2021-07-27 15:52:16+00:00,rogday,2021-08-10 22:18:35+00:00
dstChannels does not cover all color codes,bug,3.4.19,2021-07-27 01:29:30+00:00,Loganms,2022-12-24 15:02:08+00:00
OpenCV DNN Detects Top Left Corner Instead of Center Point,question (invalid tracker),Not specified,2021-07-26 14:59:56+00:00,MatteoTschesche,2021-07-26 16:38:11+00:00
pass 3d arrays from py to cpp,category: python bindings,Not specified,2021-07-26 14:54:43+00:00,spazewalker,2021-08-23 07:29:34+00:00
Build with TBB fails despite correct variables,question (invalid tracker),Not specified,2021-07-26 14:40:48+00:00,mprevot,2021-07-26 19:39:14+00:00
Improves FLANN's heap allocations by a memory pool,optimization,4.5.4,2021-07-26 11:40:36+00:00,cv3d,2021-08-15 10:41:17+00:00
Fixed typo in error message in OpenCVDetectCUDA.cmake,category: build/install,3.4.16,2021-07-26 04:57:22+00:00,xerxesb,2021-07-26 09:57:54+00:00
"cvflann::LshIndex<cvflann::Hamming<unsigned char> >::getNeighbors(unsigned char const*, cvflann::ResultSet<int>&)",wontfix,Not specified,2021-07-25 17:31:33+00:00,mohdsalman3,2021-07-25 19:52:17+00:00
Add Quicklook for Mat on iOS and macOS,feature,4.5.4,2021-07-25 12:12:42+00:00,komakai,2021-08-09 17:46:16+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-07-24 15:38:10+00:00,alalek,2021-07-24 17:17:20+00:00
Opencv 4.5.3 on Mac Air M1: unresolved symbols for arm64 (C++),invalid,Not specified,2021-07-23 23:34:44+00:00,agforte,2021-07-24 02:28:47+00:00
Split layer dispatch into functions in ONNXImporter,bug,3.4.16,2021-07-23 11:54:24+00:00,rogday,2021-07-28 15:06:24+00:00
Vertical artifacts in 16-bit grayscale images after gauss filter.,duplicate,Not specified,2021-07-23 11:25:43+00:00,ghost,2021-07-23 11:39:11+00:00
Closing brackets missing,category: documentation,3.4.16,2021-07-23 11:21:19+00:00,kumar-mahendra,2021-08-01 14:23:30+00:00
Support non-zero hidden state for LSTM,feature,3.4.16,2021-07-23 08:07:03+00:00,JulieBar,2021-07-23 14:11:50+00:00
gcc: error: C:opencvbuildmodulescorevs_version.rc: No such file or directory,duplicate,Not specified,2021-07-23 06:44:31+00:00,hacktronics,2021-10-04 01:58:28+00:00
Build Error: undefined reference to `FT_Done_MM_Var' and undefined reference to `uuid_unparse@UUID_1.0',question (invalid tracker),Not specified,2021-07-23 05:12:47+00:00,YiqiJ,2021-10-04 01:58:07+00:00
minor grammar edits,category: documentation,3.4.16,2021-07-22 19:59:41+00:00,snoyes,2021-07-23 14:35:17+00:00
cmake: process modules in the same CMake scope,category: build/install,4.5.4,2021-07-22 15:31:28+00:00,alalek,2021-07-31 14:49:40+00:00
Single transpose MTCNN version,category: samples,4.5.4,2021-07-22 14:09:18+00:00,dbudniko,2021-07-26 10:09:18+00:00
Automatically write RTSP streams to file during VideoCapture Decode with FFmpeg,category: video,Not specified,2021-07-22 09:02:54+00:00,cudawarped,2021-11-23 16:50:24+00:00
ImportError: /home/gy/Applications/anaconda3/bin/../lib/libgio-2.0.so.0: undefined symbol: g_uri_join,duplicate,Not specified,2021-07-22 06:18:31+00:00,the-cat-crying,2021-10-04 01:57:24+00:00
Add initialization and inference for GRU layer,feature,4.5.4,2021-07-21 16:35:48+00:00,JulieBar,2021-08-07 07:07:38+00:00
problem with using TrackerMedianFlow with version 4.5.1 in Ubuntu 20.04,duplicate,Not specified,2021-07-21 12:30:53+00:00,Thanh-Binh,2021-07-21 15:46:45+00:00
Update config_reference.markdown,category: documentation,4.5.4,2021-07-21 11:05:55+00:00,parsa-ra,2021-07-24 15:29:24+00:00
Can't import ONNX model produced by keras2onnx,category: dnn,Not specified,2021-07-21 11:04:27+00:00,chirag900,2022-09-19 13:21:15+00:00
"Can't create layer ""conv1_relu/Identity:0"" of type ""Min"" in function 'getLayerInstance'",feature,3.4.16,2021-07-21 11:01:35+00:00,chirag900,2021-10-06 16:08:32+00:00
fix: ocv_target_link_libraries could not handle the keyword rightly...,category: build/install,3.4.16,2021-07-21 05:48:52+00:00,pytianxxiao,2021-07-21 09:48:20+00:00
ibopencv_cudaarithm.so.4.5: undefined symbol: _ZN2cv3MatC1Ev,question (invalid tracker),Not specified,2021-07-21 03:47:05+00:00,the-cat-crying,2021-10-04 01:57:12+00:00
[WIP] Support non-zero hidden state for LSTM,feature,Not specified,2021-07-20 17:10:10+00:00,JulieBar,2021-07-23 07:10:22+00:00
 reshape - pass trough layer in Tensorflow .pb file error,category: dnn,Not specified,2021-07-20 14:53:56+00:00,benedetto-michelozzi,2022-09-13 06:24:58+00:00
cvtColor with COLOR_YUV2RGB_NV21 get different result on android arm and linux x64,bug,4.9.0,2021-07-20 09:22:32+00:00,zchrissirhcz,2023-12-25 12:16:51+00:00
fix TypeError when specifying compose_megapix in stitching_detailed python sample,bug,4.5.4,2021-07-20 09:04:36+00:00,lukasalexanderweber,2021-07-20 16:26:07+00:00
ocv_target_link_libraries could not handle the keyword rightly,bug,3.4.16,2021-07-20 02:26:51+00:00,pytianxxiao,2021-07-24 17:18:25+00:00
"Implement asymmetric padding for conv2d, max_pool and conv2d_backprop_input",test,3.4.16,2021-07-19 15:46:22+00:00,rogday,2021-07-22 16:45:36+00:00
"DNN/ONNX(netvlad_tf): ReduceL2, Where and Equal layers are missing. Slice with negative starts input is not supported.",feature,3.4.16,2021-07-19 10:31:41+00:00,Richard-coder,2021-09-11 22:47:47+00:00
OpenCV documentation website not working.,Uncategorized,Not specified,2021-07-19 07:17:57+00:00,Yuri-Kim,2021-07-19 07:38:55+00:00
"OpenCV documentation website not working. ""site not configured""",category: infrastructure,Not specified,2021-07-18 15:10:26+00:00,ShreeshCS,2021-07-19 15:02:02+00:00
4.5.1 fails to build on macOS,duplicate,Not specified,2021-07-18 13:36:40+00:00,lock042,2021-07-18 15:51:59+00:00
Bugfix on import script with web worker.,bug,3.4.16,2021-07-18 08:18:57+00:00,sbajtl,2021-07-24 15:28:22+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-07-16 10:43:47+00:00,alalek,2021-07-16 14:09:13+00:00
Add DNN-based face detection and face recognition into modules/objdetect,feature,4.5.4,2021-07-16 08:20:30+00:00,fengyuentau,2021-10-08 19:13:50+00:00
cuda-opencv-python  after packing Unable to import cv2,duplicate,Not specified,2021-07-16 07:22:39+00:00,scutsq,2021-10-04 01:52:23+00:00
python: fix trackbar warning,category: python bindings,3.4.16,2021-07-15 15:09:47+00:00,berak,2021-07-15 20:06:33+00:00
Exception when destroyWindow is called on a non existing window,wontfix,Not specified,2021-07-15 09:42:29+00:00,benedetto-michelozzi,2022-01-16 14:20:40+00:00
OpenCV 4.5.3 on VS2019 cannot find *.dll,duplicate,Not specified,2021-07-15 09:26:35+00:00,Huihh,2021-07-15 10:54:13+00:00
OpenCV Error: Assertion failed (tlsSlotsSize> slotIdx) in gather，,wontfix,Not specified,2021-07-15 09:01:40+00:00,serendipity999,2021-07-16 07:30:02+00:00
I want use imwrite and resize in same time. ,question (invalid tracker),Not specified,2021-07-15 07:53:14+00:00,Asahi851,2021-09-02 08:07:57+00:00
bug fixes for universal intrinsics of RISC-V back-end,bug,4.5.4,2021-07-15 05:20:42+00:00,joy2myself,2021-07-23 14:08:43+00:00
sortIdx error,question (invalid tracker),Not specified,2021-07-15 03:56:23+00:00,studiouspan,2021-07-15 19:55:25+00:00
dnn: workaround handling of InferenceEngine output layout,test,3.4.16,2021-07-15 00:11:11+00:00,alalek,2021-07-15 22:44:03+00:00
Handling of 'value' in cv2.createTrackbar in Python,category: python bindings,4.5.4,2021-07-14 13:01:02+00:00,Xonxt,2021-07-16 14:14:09+00:00
barcode how to use?,question (invalid tracker),Not specified,2021-07-14 09:26:18+00:00,xinsuinizhuan,2021-10-04 01:36:46+00:00
[GSoC] OpenCV.js: Accelerate OpenCV.js DNN via WebNN,optimization,4.5.5,2021-07-14 09:11:51+00:00,MarkGHX,2021-11-23 21:15:31+00:00
Qt mingw32 compile error! ,duplicate,Not specified,2021-07-14 02:43:38+00:00,xinsuinizhuan,2021-10-04 01:35:10+00:00
Fix TFImporter diagnostic mode segfault,bug,4.5.4,2021-07-13 10:22:30+00:00,rogday,2021-07-16 15:45:18+00:00
OpenCV with drone camera,question (invalid tracker),Not specified,2021-07-13 09:36:04+00:00,zijian98,2021-07-13 09:36:59+00:00
cmake: use relative path for mode vars,category: build/install,4.5.4,2021-07-13 09:26:10+00:00,alalek,2021-07-13 10:18:56+00:00
"Improves support for Unix non-Linux systems, including QNX",category: core,3.4.16,2021-07-13 08:44:40+00:00,pablorcum,2021-07-13 19:40:15+00:00
Error during compilation while I was trying to build opencv from source,bug,4.5.4,2021-07-12 22:13:39+00:00,whizbuzzer,2021-07-29 17:03:31+00:00
build(winpack_dldt): avoid stale sysroot contents,bug,3.4.16,2021-07-12 19:35:34+00:00,alalek,2021-07-12 21:15:07+00:00
Adds support for others Unix non-Linux OS such as QNX.,category: build/install,Not specified,2021-07-12 15:00:12+00:00,pablorcum,2021-07-13 06:50:07+00:00
Support for QNX Neutrino,category: build/install,3.4.16,2021-07-12 14:58:52+00:00,pablorcum,2021-07-16 14:09:08+00:00
dnn : Fix convolution asymmetric padding bug in onnx importer,test,3.4.16,2021-07-12 14:55:53+00:00,SamFC10,2021-07-16 10:34:03+00:00
Align universal intrinsic comparator behaviour with other platforms,bug,Not specified,2021-07-12 14:02:42+00:00,asmorkalov,2021-07-15 07:18:31+00:00
AArch64 semihosting,feature,4.5.4,2021-07-12 09:09:55+00:00,fpetrogalli,2021-07-21 15:46:05+00:00
cv2.VideoCapture is very slow to read USB CAMERA？,question (invalid tracker),Not specified,2021-07-12 02:18:24+00:00,PureHing,2021-10-04 01:34:17+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-07-10 13:05:12+00:00,alalek,2021-07-10 18:34:14+00:00
Use the one argument version of SetTotalBytesLimit.,category: build/install,3.4.16,2021-07-09 22:23:56+00:00,vrabaud,2021-08-19 14:54:20+00:00
Documentation seems to indicate wrong return shape of hierarchy from cv2.findContours(),bug,3.4.16,2021-07-09 20:08:00+00:00,jwhendy,2021-10-06 17:09:18+00:00
Fix find_package cache pollution,category: build/install,4.5.4,2021-07-09 16:22:25+00:00,rogday,2021-08-03 18:20:32+00:00
MTCNN 1st pnet simplification to ensure single graph input,category: samples,4.5.4,2021-07-09 13:06:12+00:00,dbudniko,2021-07-13 19:33:14+00:00
Debug dependencies in debian packages,category: build/install,Not specified,2021-07-09 12:08:52+00:00,StefanFabian,2021-07-10 10:23:37+00:00
dnn: update links for the colorization samples,category: samples,3.4.16,2021-07-09 11:30:49+00:00,berak,2021-07-09 18:16:13+00:00
Add StackBlur for imgproc,feature,4.7.0,2021-07-09 06:09:12+00:00,zihaomu,2022-09-29 13:24:20+00:00
Java desktop bindings: (-201:Incorrect size of input array) Input size not specified in function 'cv::dnn::dnn4_v20210301::Model::Impl::processFrame',category: java bindings,Not specified,2021-07-08 03:17:08+00:00,distlibs,2021-07-10 00:57:10+00:00
Adding option to use of single gpu in tests.,test,Not specified,2021-07-07 19:50:03+00:00,tolysz,2021-08-20 09:13:31+00:00
Fix bug while loading onnx model in debug,bug,3.4.16,2021-07-07 16:31:37+00:00,cesarpgouveia,2021-07-09 18:21:57+00:00
fix videoio/src/container_avi.cpp VideoInputStream alignment crashes on 32bit arm (android),bug,3.4.16,2021-07-07 16:23:31+00:00,kikaxa,2021-07-07 18:22:43+00:00
GAPI: Implement ConstValue serialize/deserialize,bug,4.5.4,2021-07-07 15:12:43+00:00,sivanov-work,2021-07-09 18:46:38+00:00
Python typing stub generation,category: python bindings,4.8.0,2021-07-07 13:06:53+00:00,ddacw,2023-05-26 15:25:46+00:00
Update py_canny.markdown,category: documentation,3.4.16,2021-07-07 09:11:55+00:00,shreyastaware,2021-07-24 13:42:10+00:00
Fix image position control in window_QT,bug,3.4.16,2021-07-07 04:57:03+00:00,mightbxg,2021-07-08 20:54:18+00:00
Add read/write functions for features2d and normalize naming convention,category: features2d,4.7.0,2021-07-06 22:44:28+00:00,augustinmanecy,2022-12-21 13:03:00+00:00
Cannot build Android SD from source when selecting OpenCV modules,question (invalid tracker),Not specified,2021-07-06 16:59:40+00:00,elaurentkqt,2021-10-04 01:32:14+00:00
Some Optimization using Bots,incomplete,Not specified,2021-07-06 01:08:41+00:00,s403o,2021-07-08 02:33:16+00:00
please add to gen_pattern.py the option to create radon checkerboard,feature,4.5.4,2021-07-05 21:07:11+00:00,mosheliv,2021-09-28 07:30:08+00:00
Updated To Modern Version of Aravis USB 3 Vision Protocol Library,category: videoio(camera),4.6.0,2021-07-05 19:23:12+00:00,SentToDevNull,2022-01-13 20:22:36+00:00
WIP: 3D samples using OpenGL and GLFW,GSoC,Not specified,2021-07-05 16:37:33+00:00,ibvfteh,2022-05-23 09:19:53+00:00
Tutorial for parallel_for_ and Universal Intrinsic (GSoC '21),category: documentation,4.5.4,2021-07-05 16:28:45+00:00,r0hit05,2021-09-15 16:50:50+00:00
release: OpenCV 4.5.3,Uncategorized,4.5.3,2021-07-05 12:14:50+00:00,alalek,2021-07-05 22:32:02+00:00
G-API: ONNX. Skip tests.,test,4.5.4,2021-07-05 07:27:09+00:00,mpashchenkov,2021-07-06 18:35:42+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-07-04 21:26:34+00:00,alalek,2021-07-05 10:54:17+00:00
release: OpenCV 3.4.15,Uncategorized,3.4.15,2021-07-04 21:22:37+00:00,alalek,2021-07-05 11:58:33+00:00
cv::dnn::dnn4_v20210301::readNetFromDarknet,duplicate,Not specified,2021-07-04 17:41:03+00:00,Bengeljo,2021-10-04 01:31:23+00:00
highgui: fix win32 backend behavior,bug,4.5.3,2021-07-04 14:42:15+00:00,alalek,2021-07-04 20:54:34+00:00
cmake: update Halide detection,category: build/install,3.4.15,2021-07-04 10:21:37+00:00,alalek,2021-07-04 18:42:22+00:00
Halide integration doesn't work with recent versions (10+),feature,3.4.15,2021-07-04 04:16:44+00:00,alexreinking,2021-07-05 10:53:39+00:00
problems after #20281,bug,4.5.3,2021-07-03 12:57:48+00:00,sturkmen72,2021-07-04 20:54:34+00:00
cmake(highgui): don't allow multiple builtin backends,bug,4.5.3,2021-07-03 11:38:42+00:00,alalek,2021-07-03 20:42:31+00:00
cmake: exclude -pthread from Emscripten default build,category: build/install,3.4.15,2021-07-03 11:14:08+00:00,alalek,2021-07-04 21:07:37+00:00
Update test_cloning.cpp,invalid,Not specified,2021-07-03 01:08:26+00:00,ddiaaz,2021-07-26 06:44:05+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-07-03 00:34:09+00:00,alalek,2021-07-03 01:41:06+00:00
cmake(IE): extract INF_ENGINE_RELEASE from InferenceEngine package,category: build/install,3.4.15,2021-07-02 21:40:43+00:00,alalek,2021-07-03 00:28:17+00:00
Use explicit version of ngraph NormalizeL2,category: dnn,3.4.15,2021-07-02 13:34:06+00:00,mitruska,2021-07-02 23:37:12+00:00
(3.4) Java: force using of 'Ptr<>' for OpenCV classes,bug,3.4.15,2021-07-02 10:59:34+00:00,alalek,2021-07-02 23:35:21+00:00
Java: force using of 'Ptr<>' for OpenCV classes,bug,4.5.3,2021-07-02 10:46:57+00:00,alalek,2021-07-02 23:34:00+00:00
Unsupported asymmetric padding in convolution layer in function 'cv::dnn::BaseConvolutionLayerImpl::BaseConvolutionLayerImpl',duplicate,Not specified,2021-07-02 08:05:36+00:00,Zrufy,2021-07-06 05:32:19+00:00
G-API(IE): replace deprecated calls,category: build/install,4.5.3,2021-07-01 13:51:01+00:00,alalek,2021-07-01 19:39:30+00:00
Rgbd to 3d (adding masks),category: 3d module,5.0,2021-07-01 12:01:36+00:00,DumDereDum,2022-04-04 11:22:59+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-07-01 11:00:25+00:00,alalek,2021-07-01 13:47:21+00:00
An error when build opencv4.5.2and opencv-contrib4.5.2 ,duplicate,Not specified,2021-07-01 05:13:58+00:00,AtariaLee,2021-07-11 14:38:48+00:00
Build OpenCV winpack with DLDT 2021.4.0,category: build/install,3.4.15,2021-07-01 00:05:41+00:00,alalek,2021-07-02 21:47:39+00:00
"[refactored] OpenCL: core support for more formats, including float16",category: core,4.5.3,2021-06-30 17:38:15+00:00,JoeHowse,2021-07-01 09:52:28+00:00
dnn : modified onnx importer to concat const input blobs,bug,3.4.15,2021-06-30 16:33:27+00:00,SamFC10,2021-07-01 10:25:45+00:00
OpenCL is linked but disabled somehow,question (invalid tracker),Not specified,2021-06-30 15:55:27+00:00,0xBYTESHIFT,2021-06-30 18:15:22+00:00
Fix samples 3.4,bug,3.4.15,2021-06-30 10:14:34+00:00,APrigarina,2021-07-01 09:42:05+00:00
Dnn concatenation with constants ignores the constant,bug,3.4.15,2021-06-30 09:01:58+00:00,Happyzippy,2021-07-01 13:53:19+00:00
using opencv in Qt,duplicate,Not specified,2021-06-30 07:29:57+00:00,negarmg,2021-07-11 14:38:07+00:00
Fix an arg for calcHist() in demos,category: imgproc,3.4.15,2021-06-30 07:22:41+00:00,Wovchena,2021-06-30 14:59:41+00:00
[G-API]: Add serialization mechanism for cv::MediaFrame,feature,4.5.4,2021-06-29 22:45:49+00:00,smirnov-alexey,2021-07-13 19:31:47+00:00
(3.4) core(persistence): fix types format handling,bug,3.4.15,2021-06-29 21:39:33+00:00,alalek,2021-06-30 20:52:10+00:00
fix #17687 MSMF slow webcam startup,category: videoio(camera),4.5.3,2021-06-29 21:15:13+00:00,tibaes,2021-06-30 22:08:24+00:00
Fix samples,bug,4.5.3,2021-06-29 19:39:17+00:00,APrigarina,2021-07-01 18:30:33+00:00
dnn: use OpenVINO 2021.4 defines,category: build/install,3.4.15,2021-06-29 19:09:52+00:00,alalek,2021-06-30 23:58:42+00:00
"opencv dnn error importing onnx model: ""Range"" layer not supported",feature,4.7.0,2021-06-29 17:31:22+00:00,li-shen-amy,2022-12-02 02:52:57+00:00
Can't compile with CUDA 11.1 on Windows 10,duplicate,Not specified,2021-06-29 15:45:51+00:00,zyddnys,2021-10-04 01:29:12+00:00
Rgbd to 3d (fix iOS warnings),Uncategorized,Not specified,2021-06-29 10:56:05+00:00,DumDereDum,2021-07-01 08:49:18+00:00
"core(persistence): fix types format handling, fix 16F support",bug,4.5.3,2021-06-29 09:12:19+00:00,alalek,2021-06-29 21:13:47+00:00
Error build opencv with Qt,bug,4.5.3,2021-06-28 17:53:24+00:00,Bleach665,2021-07-03 20:42:31+00:00
Improvements/fixes for unsigned type handling in Swift/Kotlin,category: swift/objc bindings,4.5.3,2021-06-27 12:24:39+00:00,komakai,2021-06-28 20:53:49+00:00
Reduce overloads for FAST and AGAST,category: features2d,5.0,2021-06-27 08:34:10+00:00,sturkmen72,2021-07-09 08:59:48+00:00
Modul Name textbox no longer exists when importing OpenCV Android 4.5.x,question (invalid tracker),Not specified,2021-06-27 03:50:46+00:00,pstricks-fans,2021-06-27 05:17:02+00:00
Can't find VTK,category: build/install,Not specified,2021-06-26 17:57:07+00:00,beew,2021-08-13 19:09:08+00:00
Building OpenCV.js using Docker fails on macOS 11.3,category: build/install,4.10.0,2021-06-26 13:21:21+00:00,carstenschwede,2024-02-26 07:32:39+00:00
Can't initialize GTK backend in function 'cvInitSystem',duplicate,Not specified,2021-06-26 10:24:41+00:00,erdemozc,2021-07-11 14:36:37+00:00
Segmentation Fault (core dump),bug,4.8.0,2021-06-26 06:47:27+00:00,pranjalchanda08,2023-10-31 14:28:41+00:00
better support of std::vector _Allocator template parameter,incomplete,Not specified,2021-06-25 10:15:56+00:00,chacha21,2021-08-03 06:20:46+00:00
When support yolo v5?,duplicate,Not specified,2021-06-25 06:41:43+00:00,wwzh2015,2021-07-11 14:36:23+00:00
When support int8 quantization?,duplicate,Not specified,2021-06-25 06:40:54+00:00,wwzh2015,2021-10-04 01:28:36+00:00
Error using DNN inference output feature map,invalid,Not specified,2021-06-25 02:05:40+00:00,TD-wzw,2023-09-14 09:56:51+00:00
Update haarcascade_frontalface_default.xml,invalid,Not specified,2021-06-24 19:04:50+00:00,DilanCF,2021-06-24 19:07:21+00:00
Do not use = 0 for a cv::Mat.,category: calib3d,4.5.3,2021-06-23 19:34:52+00:00,vrabaud,2021-06-24 09:52:51+00:00
Suppression list for the build using Valgrind on ARM,platform: linux,Not specified,2021-06-23 16:35:08+00:00,asenyaev,2023-05-04 19:38:47+00:00
TF importer diagnostic mode,feature,4.5.3,2021-06-22 16:41:44+00:00,rogday,2021-06-28 20:54:53+00:00
4.5.2 documentation still mentions an object detection trainer that doesnt exist,category: documentation,4.5.4,2021-06-22 16:28:17+00:00,makingglitches,2021-08-07 18:55:06+00:00
Failed to import Tensorflow frozen .pb model.,category: dnn,Not specified,2021-06-22 14:17:40+00:00,zihaomu,2021-09-13 08:01:05+00:00
G-API: IE backend inference latency as meta,Uncategorized,Not specified,2021-06-22 09:32:31+00:00,TolyaTalamanov,2021-10-05 18:57:27+00:00
G-API: Python. Desync.,test,4.5.3,2021-06-22 09:05:13+00:00,mpashchenkov,2021-07-01 19:06:36+00:00
I am facing issue in opencv stitching for plane wall how can i resolve?,question (invalid tracker),Not specified,2021-06-22 05:42:30+00:00,niravandroiddeveloper07,2021-07-11 14:34:05+00:00
add usageFlags to UMat static factories,category: core,4.5.3,2021-06-22 03:58:30+00:00,diablodale,2021-06-23 18:15:38+00:00
"I want to run my program on CPU, but it works on GPU. Why?",question (invalid tracker),Not specified,2021-06-22 01:53:31+00:00,iamupd,2021-07-11 14:33:41+00:00
fix memory leak when exception is thrown,category: core,4.5.3,2021-06-22 01:25:02+00:00,endjkv,2021-06-26 21:01:32+00:00
OpenCV 4.5.2 videoio not compatible with ffmpeg 4.4,category: build/install,Not specified,2021-06-21 22:25:54+00:00,dpatel257,2021-06-22 02:09:46+00:00
speech recognition sample,feature,4.5.4,2021-06-21 18:09:24+00:00,spazewalker,2021-10-04 18:18:02+00:00
Add paddle humanseg demo,feature,4.5.4,2021-06-21 12:41:57+00:00,wjj19950828,2021-09-27 21:59:09+00:00
Faster object detection using Non-machine learning algorithms,question (invalid tracker),Not specified,2021-06-21 10:28:52+00:00,praneeth0609,2021-07-11 14:33:17+00:00
"OpenCL: core support for more formats, including float16",feature,Not specified,2021-06-21 05:35:16+00:00,JoeHowse,2021-08-03 18:18:49+00:00
Optimization of DNN using native RISC-V vector intrinsics.,optimization,4.5.4,2021-06-21 03:12:49+00:00,hanliutong,2021-08-10 22:16:04+00:00
"opencv_test_core not building from release 4.5.2,  libtiff_4_0",question (invalid tracker),Not specified,2021-06-20 21:37:44+00:00,makingglitches,2021-10-04 01:27:53+00:00
CMAKE enables pthread for Emscripten,category: build/install,3.4.15,2021-06-20 19:21:03+00:00,GraphCeppelin,2021-07-05 10:53:44+00:00
G-API: Wrap render functionality to python,category: python bindings,4.5.3,2021-06-20 14:54:08+00:00,TolyaTalamanov,2021-07-01 09:36:19+00:00
dnn : Fix NaNs during BatchNorm reinitialization,bug,3.4.15,2021-06-20 07:57:55+00:00,SamFC10,2021-06-21 11:28:06+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-06-19 18:39:35+00:00,alalek,2021-06-19 20:26:12+00:00
highgui: Win32UI plugin,feature,4.5.3,2021-06-19 10:13:42+00:00,alalek,2021-06-20 16:25:43+00:00
Get NaN when inference onnx model,bug,3.4.15,2021-06-19 04:35:44+00:00,wswday,2021-07-01 13:52:25+00:00
