Name,Type,Version,Date Appear
calibrateCamera fails for random-pattern input and fix focal length aspect ratio,category: calib3d,Not specified,2017-10-23 11:00:14+00:00
Using WINDOW_OPENGL on QT window (MacOS) causes WINDOW_KEEPRATIO to not work,feature,Not specified,2017-10-23 07:04:16+00:00
Build issue with VS2017 and Cuda 9.0,bug,Not specified,2017-10-23 01:06:40+00:00
setMouseCallback core dumped,incomplete,Not specified,2017-10-19 13:36:38+00:00
about icvGetQuadrangleHypotheses function skip holes,category: calib3d,Not specified,2017-10-12 16:20:56+00:00
OpenCL native_sqrt precision ,category: imgproc,Not specified,2017-10-10 10:31:13+00:00
IMREAD_LOAD_GDAL produces images with RGB band order,incomplete,Not specified,2017-10-09 13:10:12+00:00
solvePnPRansac does not work on some doc stated input shapes (Python bindings),category: documentation,Not specified,2017-10-03 07:51:42+00:00
Documentation: eliminate absolute paths,category: documentation,Not specified,2017-10-02 13:44:45+00:00
cv::medianBlur does not support to specify the border type.,feature,Not specified,2017-09-21 16:53:46+00:00
Lots of warnings due to -Wundef and TBB on Linux/gcc,feature,Not specified,2017-09-21 10:18:32+00:00
3rdparty/carotene: remove inline asm code,category: build/install,Not specified,2017-09-20 18:58:03+00:00
Multi-page TIFF reading with imreadmulti in python returning empty list?,category: python bindings,Not specified,2017-09-16 09:48:49+00:00
OCL_Arithm/Mul.Mat_Scale tests failing,category: ocl,Not specified,2017-09-15 23:01:54+00:00
Access violations when using getUMat,incomplete,Not specified,2017-09-15 23:00:40+00:00
Documentation issue,feature,Not specified,2017-09-08 18:53:46+00:00
cv::ocl::attachContext can only be used once & the woes of using the singleton pattern,category: ocl,Not specified,2017-09-08 12:10:08+00:00
Conversion from BGR to YUV 4:2:2,feature,Not specified,2017-09-08 06:46:25+00:00
Zooming in Viz3d not possible after camera rotation,bug,Not specified,2017-09-07 07:16:09+00:00
Extend CvCaptureCAM_Aravis::open( int index ) to allow for custom ROI,feature,Not specified,2017-09-05 13:45:08+00:00
'OpenCV_Install_Directory.png' in 'Installation in Windows' page is old,feature,Not specified,2017-09-02 06:27:15+00:00
lack of information of the Visual Studio 2017,feature,Not specified,2017-09-02 06:24:12+00:00
V4L2: 1280p@30fps not available by default any more,category: videoio(camera),Not specified,2017-09-01 13:44:33+00:00
DNN_TARGET_OPENCL produces wrong output on multiple forward passes,bug,Not specified,2017-08-31 19:59:46+00:00
test_video: OCL_Video/PyrLKOpticalFlow.Mat sporadic failures,bug,Not specified,2017-08-31 16:35:14+00:00
Documentation improvement plan,feature,Not specified,2017-08-31 01:20:03+00:00
viz::WMesh is not documented (properly),feature,Not specified,2017-08-29 06:48:43+00:00
corrupt JPEG data: # extraneous bytes before marker 0x##,bug,Not specified,2017-08-27 00:29:12+00:00
cuda::BackgroundSubtractor::apply only allows CV_8UCx images while CPU version allows CV_16UCx images,feature,Not specified,2017-08-25 22:59:05+00:00
NSObject error when build source with mac,category: build/install,Not specified,2017-08-22 08:56:29+00:00
empty() methods of Mat class always returns true on Universal Windows Platform x86 build.,feature,Not specified,2017-08-19 12:40:27+00:00
mingw32 build with IPP,feature,Not specified,2017-08-19 00:36:12+00:00
resizeWindow is a few pixels off with WINDOW_GUI_EXPANDED,bug,Not specified,2017-08-18 13:20:40+00:00
Adjusting Viz camera parameters yields stuttering effect,bug,Not specified,2017-08-17 06:58:33+00:00
Set manually the destination image size of LinearPolar / LogPolar,feature,Not specified,2017-08-11 06:54:38+00:00
Nested parallel_for_ no longer parallelized,category: core,Not specified,2017-08-08 23:50:06+00:00
Use imported targets for linking to CUDA,feature,Not specified,2017-08-08 17:56:53+00:00
How to set key frame interval,feature,Not specified,2017-08-07 05:58:07+00:00
Please produce current C++ NuGet package for OpenCV,feature,Not specified,2017-08-06 15:40:04+00:00
"Absence of GridAdaptedFeature detector, dense adapted feature detector ",category: features2d,Not specified,2017-08-04 19:38:31+00:00
The Viz3d window seems to have broken.,bug,Not specified,2017-08-02 16:23:28+00:00
C++11: use _MSVC_LANG define for C++ features detection on MSVC,feature,Not specified,2017-07-25 09:52:35+00:00
"derivAperture, histogramNormType not used in HOGDescriptor",RFC,Not specified,2017-07-24 15:18:46+00:00
Why CvGBTrees and GBTrees were being commented out in opencv3?,RFC,Not specified,2017-07-22 09:33:04+00:00
"problem with linux Raspberry Pi,cv::directory",bug,Not specified,2017-07-20 13:55:02+00:00
A problem about normalizeBlockHistogram() used to compute HOG descriptor,category: objdetect,Not specified,2017-07-20 06:54:07+00:00
segmentation fault on Mac OSX when opening an .avi file,priority: low,Not specified,2017-07-18 20:40:34+00:00
Nightly test failure: Features2d_FLANN_Auto.regression,bug,Not specified,2017-07-18 09:45:21+00:00
DNN now predicts incorrectly in Universal Windows Platform build,bug,Not specified,2017-07-17 15:49:13+00:00
weighted centroid  in phase Correlation is a reason for wrong result ,feature,Not specified,2017-07-13 14:02:19+00:00
Some classes which are missing in the Java wrapper,feature,Not specified,2017-07-13 08:15:27+00:00
Unable to use detected keypoints by FastFeatureDetector to compute with ORB (CUDA version),bug,Not specified,2017-07-13 01:56:03+00:00
documentation needs an extra step for running OpenCV from sbt,bug,Not specified,2017-07-07 20:34:50+00:00
GeneralHoughTransform does not work for trivial/Helloworld examples under samples/gpu/generalized_hough.cpp,bug,Not specified,2017-07-06 04:00:00+00:00
Bizzarre Bug in matchTemplate CV_TM_SQDIFF,bug,Not specified,2017-07-05 19:28:43+00:00
cvStartWindowThread implementations are still missing for multiple ui frameworks ,feature,Not specified,2017-07-03 23:17:51+00:00
Non-ASCII symbols in source code files,bug,Not specified,2017-07-01 08:05:03+00:00
"VideoCapture::set (CAP_PROP_POS_FRAMES, frameNumber) not exact in opencv 3.2 with ffmpeg",bug,Not specified,2017-06-30 12:54:48+00:00
cv::cudacodec::VideoReaderImpl cannot correctly catch several RTP streams,bug,Not specified,2017-06-29 13:38:13+00:00
Documentation for reduce() function does not match its CV2 implementation in python,feature,Not specified,2017-06-27 16:28:40+00:00
locale dependencies,bug,Not specified,2017-06-26 14:36:29+00:00
Need ability to control bitrate in VideoWriter with H264 codec,feature,Not specified,2017-06-21 19:05:29+00:00
Ptr<DescriptorExtractor> unsupported by Java wrappers generator,feature,Not specified,2017-06-21 14:39:41+00:00
Can `–default-stream per-thread`  be used with opencv ?,category: build/install,Not specified,2017-06-18 09:16:55+00:00
OpenCV 3.2 Installation on Ubuntu 16.04 and with CUDA 8.0 SUPPORT,bug,Not specified,2017-06-13 09:04:10+00:00
opencv_annotations enhancement,feature,Not specified,2017-06-12 08:16:21+00:00
"cv::transform requires Nx1 C-channel Mats, doesn't take NxC Mats",RFC,Not specified,2017-06-09 17:54:18+00:00
Include LKTracker in Trackers class,feature,Not specified,2017-06-08 16:28:17+00:00
Update OpenCV-Python Bindings to expose internal C function API using capsule,category: python bindings,Not specified,2017-06-08 12:04:32+00:00
Android: Camera2Renderer ignores display and sensor rotation,bug,Not specified,2017-06-07 19:11:23+00:00
Parallelization: convert to grey leads to 100% processor load,category: core,Not specified,2017-05-29 10:19:21+00:00
Improper or bad rotation estimation with solvePnP in some cases,category: calib3d,Not specified,2017-05-29 00:51:44+00:00
Drawing functions distorted in OpenCV 3.2.0 when reading buffer in 32BGRA pixel format,platform: ios/osx,Not specified,2017-05-26 17:55:56+00:00
"HOG human detection causes process exit without any error stack message after changing padding from (16,16) to (8,8)",bug,Not specified,2017-05-25 10:23:12+00:00
Stitching module is not compatible with CUDA8 due to GraphCut has been removed in CUDA8,bug,Not specified,2017-05-25 08:27:32+00:00
OpenCL optimization for Snapdragon830 GPU on android,feature,Not specified,2017-05-24 06:30:51+00:00
solvePnPRansac behavior wrt to the documentation,feature,Not specified,2017-05-23 20:45:57+00:00
OpenCVDetectCUDA.cmake doesn't detect properly CUDA ARCH types,bug,Not specified,2017-05-23 18:34:19+00:00
Why not use the default in FileNode::operator >> ?,category: core,Not specified,2017-05-22 09:45:22+00:00
cuda::reprojectImageTo3D does not handle missing values,feature,Not specified,2017-05-18 17:11:32+00:00
cudaDeviceSynchronize() affects multi-thread CUDA performance,bug,Not specified,2017-05-18 10:04:45+00:00
cv::drawMarker should support sub-pixel precision using shift parameter,feature,Not specified,2017-05-17 14:18:03+00:00
Persistence: overflow for long values,RFC,Not specified,2017-05-17 06:52:18+00:00
CMake-GUI doesn't allow multiple choices of CPU_BASELINE and CPU_DISPATCH,feature,Not specified,2017-05-15 00:38:43+00:00
Feature request: when inRange receives a lower value higher than upper value return true when outside the range.,feature,Not specified,2017-05-13 20:57:59+00:00
Feature request: Support floating point image blending by FeatherBlender and MultiBandBlender,feature,Not specified,2017-05-05 22:18:02+00:00
opencv builds unusable instruction sets,incomplete,Not specified,2017-05-03 01:31:43+00:00
Support for CODEC_ID_H264_OMX,feature,Not specified,2017-05-01 17:33:11+00:00
OpenCVFindMKL fails to find MKL 2017,bug,Not specified,2017-04-29 09:29:55+00:00
GaussianBlur in OpenCL work incorrectly,category: ocl,Not specified,2017-04-26 06:57:32+00:00
Issues Compiling opencv3.2 with CUDA on Mac OS 10.12,bug,Not specified,2017-04-24 06:56:46+00:00
Python wrapper: Incorrectly wrapped members of cv::ml::TrainData,bug,Not specified,2017-04-20 03:49:13+00:00
Rigid body transformations using estimateAffine3D,feature,Not specified,2017-04-19 16:11:10+00:00
imdecode does not reuse dst if size differs,feature,Not specified,2017-04-19 01:06:09+00:00
imdecode should allow more control over decode process,feature,Not specified,2017-04-19 01:04:45+00:00
CV_CAP_GSTREAMER_QUEUE_LENGTH fails,bug,Not specified,2017-04-18 14:53:56+00:00
Issue with BestOf2NearestMatcher on Opencv 3.x.x VS15,incomplete,Not specified,2017-04-15 12:24:31+00:00
Unable to stop the stream: Inapproriate ioctl for device - ARM,priority: low,Not specified,2017-04-13 18:37:27+00:00
GPUMat is not available in Java bindings of OpenCV,feature,Not specified,2017-04-11 06:21:04+00:00
Compilation error:Segmentation fault (core dumped) CMake Error at cuda_compile_generated_pyrlk.cu.o.cmake:266 (message): with current master branch,bug,Not specified,2017-04-10 08:22:19+00:00
cv::randn generates unexpected result for multivariate Gaussian distribution,RFC,Not specified,2017-04-08 09:46:26+00:00
Crash when calling imencod with exr from multiple threads,bug,Not specified,2017-04-03 18:12:20+00:00
Locality Preserving Projection (LPP),feature,Not specified,2017-04-01 16:51:08+00:00
[Feature Request] VResizeLanczos4Vec_32s8u,feature,Not specified,2017-03-29 17:35:50+00:00
Mac crash in cvWaitKey after setting POS_FRAMES on file,bug,Not specified,2017-03-28 17:46:25+00:00
Provide centroids and areas of new markers returned by watershed,feature,Not specified,2017-03-26 09:18:40+00:00
Setting GPhoto camera widgets (properties) fails due to supplying an incorrect pointer to GPhoto library,feature,Not specified,2017-03-24 06:59:57+00:00
Stitcher not working on the real Windows Phone (Lumia 950) but works fine on emulator,bug,Not specified,2017-03-22 02:36:17+00:00
Compile errors for OpenGL samples,bug,Not specified,2017-03-19 14:23:01+00:00
OpenCL kernel does not support user defined callback function,feature,Not specified,2017-03-17 16:40:06+00:00
OpenCL Kernel only takes up to 16 arguments,feature,Not specified,2017-03-17 16:01:24+00:00
"VideoCapture::read() returns ""true"" erroneously",bug,Not specified,2017-03-11 01:19:14+00:00
CvVideoCamera : repeatedly stop cause app crash,bug,Not specified,2017-03-10 09:26:34+00:00
Feature Request: Set normal and up vector for WText3D,feature,Not specified,2017-03-10 03:27:00+00:00
"error: calling a __host__ function(""__builtin_clzl"") from a __device__ function(""std::__lg"") is not allowed",bug,Not specified,2017-03-09 22:45:09+00:00
Move enums from cvflann to cv::flann,category: python bindings,Not specified,2017-03-07 11:31:55+00:00
opencv_traincascade may get in infinite loop on MacOSX,bug,Not specified,2017-03-06 23:22:39+00:00
Uniform empty image handling,future,Not specified,2017-03-01 12:14:46+00:00
Incorrect type traits for DMatch/Keypoint,bug,Not specified,2017-02-27 19:34:40+00:00
Aruco samples won't build with apparently correct minimum module configuration,bug,Not specified,2017-02-25 20:22:24+00:00
buildOpticalFlowPyramid + calcOpticalFlowPyrLK + cloned pyramids,priority: normal,Not specified,2017-02-25 12:07:14+00:00
Affine3 class templated method operator* is using a type that does not exist!,bug,Not specified,2017-02-24 21:08:52+00:00
"[wishlist, feature, improvement] Doxygen documentation",wontfix,Not specified,2017-02-24 19:10:20+00:00
Invalid bind texture error at runtime with CUDA OpenCV functions,bug,Not specified,2017-02-24 15:40:03+00:00
cv::ml::Boost->predict always returns 0/1 with RAW_OUTPUT,RFC,Not specified,2017-02-24 10:52:53+00:00
Distance between multi-contour shapes,feature,Not specified,2017-02-21 16:59:27+00:00
findCirclesGrid does not check circularity to detect blob,RFC,Not specified,2017-02-19 13:48:52+00:00
OpenCL Implementation for cv::StereoSGBM is missing,feature,Not specified,2017-02-13 06:31:58+00:00
Minor C++11 type narrowing issues with IplImage->depth?,bug,Not specified,2017-02-13 04:02:28+00:00
cvtColor on OpenCL (AMD) doesn't compile,invalid,Not specified,2017-02-11 02:32:31+00:00
Clustering wiki page missing description of bestLabels function argument ,feature,Not specified,2017-02-10 15:50:10+00:00
CMake cannot find PythonLibs,wontfix,Not specified,2017-02-10 11:20:04+00:00
cv::VideoCapture leaks memory on ethernet cams,incomplete,Not specified,2017-02-08 19:55:32+00:00
Video file playback fail to open with Microsoft Media Foundation (CV_CAP_MSMF) ,bug,Not specified,2017-02-07 00:43:49+00:00
"iOS: Build only device archs, without simulator",feature,Not specified,2017-02-03 21:47:52+00:00
"CascadeClassifier exception on JDK8, macOS Sierra",incomplete,Not specified,2017-01-28 17:22:01+00:00
OpenCV Crashes when reopening camera on Mac OSX Sierra and displaying,bug,Not specified,2017-01-27 23:08:40+00:00
"Imgproc.Sobel() called with dx=1, dy=0 wrongly gives exactly same results as dx=0, dy=1 if the OpenCV Manager app is used (Android)",wontfix,Not specified,2017-01-24 15:34:44+00:00
Corrupted OpenGL stencil after ogl::Texture2D::copyFrom and copyTo,bug,Not specified,2017-01-24 15:29:47+00:00
Cannot create non uniform histogram using cv2.calcHist()  in Python 2.7,bug,Not specified,2017-01-20 17:20:16+00:00
cv::ocl::setUseOpenCL(false) does not really stop using GPU,bug,Not specified,2017-01-18 20:57:39+00:00
Enhancement Objective C: Conversion using static category methods,feature,Not specified,2017-01-17 13:38:41+00:00
GPU Stitcher run time error!,bug,Not specified,2017-01-15 21:29:27+00:00
imgwrap from master branch makes clang 391 segfaults,bug,Not specified,2017-01-14 09:06:31+00:00
VideoCapture(String) constructor fails to open gstreamer pipeline on Tegra / CUDA 8.0,bug,Not specified,2017-01-12 23:27:39+00:00
opencv does not build on Mac OS X 10.12.2 with Xcode 8.2,feature,Not specified,2017-01-10 07:33:50+00:00
DShow: Crossbar implementation prevents multiple capture channels of same type,feature,Not specified,2017-01-09 22:16:33+00:00
"SyntaxError: invalid syntax on has_mat = len(list(filter(lambda x: x[0] in {""Mat"", ""vector_Mat""}, args))) > 0",bug,Not specified,2017-01-05 01:30:55+00:00
OpenGL/OpenCL interop ATI card broken at initializeContextFromGL,bug,Not specified,2016-12-29 14:28:39+00:00
opencv_test_imgproc fails on some test on OSX,duplicate,Not specified,2016-12-28 21:43:17+00:00
An error occurred while calling the setVocabulary(),bug,Not specified,2016-12-23 13:30:40+00:00
SVD performance issue,bug,Not specified,2016-12-22 10:44:47+00:00
VideoCapture hangs immediately after starting,bug,Not specified,2016-12-18 18:09:29+00:00
[traincascade] fail faster for missing output directory,feature,Not specified,2016-12-17 19:57:14+00:00
Why cv::resize with CV_8S and CV_32S type was disabled?,RFC,Not specified,2016-12-15 06:46:54+00:00
Any Simple Solution for conflicts with opencv2 ?,category: build/install,Not specified,2016-12-14 03:29:09+00:00
capturing frame from webcam crash (macos),bug,Not specified,2016-12-11 15:11:15+00:00
cv::cuda::HoughCirclesDetector and cv::HoughCircles do not give the same results,category: imgproc,Not specified,2016-12-09 13:24:01+00:00
cudaErrorCudartUnloading (error 29) due to “driver shutting down”,bug,Not specified,2016-12-07 12:59:11+00:00
YUV/YCbCr conversions only support imagery using the SD colorspace,feature,Not specified,2016-12-06 22:07:57+00:00
INSTALL target can't be re-run in VS2017RC,bug,Not specified,2016-12-06 18:24:26+00:00
"ORB OpenCL in opencv 3.1-dev is different with opencv3.1 release, and something is wrong there.",wontfix,Not specified,2016-12-06 11:59:49+00:00
VS2017: CMake files are put outside the build directory,bug,Not specified,2016-12-05 23:38:39+00:00
"Terminating app due to uncaught exception 'NSInternalInconsistencyException', reason: 'nextEventMatchingMask should only be called from the Main Thread!'",bug,Not specified,2016-12-05 16:37:47+00:00
Inconsistent HOG descriptor for non-continuous vs continuous Mat,RFC,Not specified,2016-12-01 16:17:00+00:00
OpenCV 3 Windows Installer 32-bit,RFC,Not specified,2016-11-30 11:04:26+00:00
distanceType parameter for pointPolygonTest ,feature,Not specified,2016-11-21 17:12:14+00:00
Documentation for fish-eye camera model is inconsistent with the code,bug,Not specified,2016-11-21 13:30:31+00:00
Inconsistent convention for cmake option specifying OpenVX location ,feature,Not specified,2016-11-17 12:18:56+00:00
Build fails WITH_OPENVX=YES if precompiled headers are enabled that is by default,bug,Not specified,2016-11-17 12:10:41+00:00
Second interface function for findCirclesGrid,feature,Not specified,2016-11-16 15:27:50+00:00
Check for existence of CUDA driver before calling cuda functions,feature,Not specified,2016-11-15 16:34:02+00:00
Different outcomes when using StereoBM and cuda::StereoBM with same parameters.,bug,Not specified,2016-11-11 18:55:03+00:00
Incorrect upper bound for the number of components in ConnectedComponents algorithms,bug,Not specified,2016-11-03 09:56:57+00:00
opencv does not build on Mac OS X 10.10 with Xcode 7,bug,Not specified,2016-11-02 21:06:59+00:00
conflicting typedef for int64,category: build/install,5.0,2016-10-28 13:33:13+00:00
solve CV_SVD very slow in the latest opencv,incomplete,Not specified,2016-10-27 16:19:19+00:00
remap bug when original image is larger than 32767 in size,feature,Not specified,2016-10-24 11:00:34+00:00
runtime asserts could be compile-time,feature,Not specified,2016-10-19 12:40:03+00:00
VideoCapture() doesn't work (blocks) when running in a separate thread,priority: low,Not specified,2016-10-18 16:46:18+00:00
Regression issue with Calib3dTest.findFundamentalMat,bug,Not specified,2016-10-18 04:26:06+00:00
OpenCV VideoCapture API causes pi3 to freeze when graphic driver is enabled on pi3,bug,Not specified,2016-10-16 06:14:38+00:00
Mouse callback gets wrong coordinates with small images,bug,Not specified,2016-10-13 16:29:09+00:00
Traincascade: grabbing negative window samples is seriously broken,bug,Not specified,2016-10-13 13:23:03+00:00
Window freeze with cv2.destroyAllWindows() and waitKey(0),priority: low,Not specified,2016-10-13 12:21:16+00:00
remap() bug - OutputArray dst must be initialized to zero,bug,Not specified,2016-10-06 14:56:47+00:00
matchTemplate return wrong results with OpenCL,bug,Not specified,2016-10-02 22:26:16+00:00
Add additional compute method to the BOWImgDescriptorExtractor,feature,Not specified,2016-10-01 11:19:02+00:00
Full screen window causes not responding keyboard on mac OS X ,bug,Not specified,2016-09-27 15:51:28+00:00
OpenCVConfig expects a certain layout on Windows,feature,Not specified,2016-09-22 18:20:08+00:00
calibration using circle grid pattern has perspective bias,feature,Not specified,2016-09-19 08:40:43+00:00
Unexpected non const behaviour in InputArray.getMat()  and Mat::operator= ,RFC,Not specified,2016-09-16 17:36:36+00:00
Python interface does not report missing parameters,bug,Not specified,2016-09-13 11:38:52+00:00
VideoCapture multiple threading Segmentation Fault in ubuntu but fine in mac os,category: videoio,Not specified,2016-09-13 06:58:35+00:00
Difference in return type of disparity map between normal StereoBM (CV_16S) vs CUDA StereoBM (CV_8UC1),feature,Not specified,2016-09-12 20:20:56+00:00
Multithreaded connected component labeling implementation,RFC,Not specified,2016-09-11 07:36:23+00:00
IPP: pow() with non-integral exponent does not follow documentation on negative numbers,bug,Not specified,2016-09-09 11:11:24+00:00
Suggestions for future GSoCs,RFC,Not specified,2016-09-09 11:03:58+00:00
highgui error when cross compiling to mips architecture (MT7688) linkit smart 7688 device from ubuntu 14.04,wontfix,Not specified,2016-09-08 06:57:17+00:00
Executable download differs from build.,incomplete,Not specified,2016-09-07 17:25:40+00:00
HIGHGUI ERROR: V4L/V4L2: VIDIOC_S_CROP,incomplete,Not specified,2016-09-07 06:20:58+00:00
Ninja-based build fails on Windows when building with CUDA,bug,Not specified,2016-09-06 22:59:14+00:00
stereoRectify returns too narrow FoV,bug,Not specified,2016-09-06 04:52:06+00:00
bring back cv::convertScale,feature,Not specified,2016-09-04 16:49:31+00:00
Python binding for `findChessboardCorners` adds an extra dimension,RFC,5.0,2016-08-30 20:05:16+00:00
medianBlur slowness with grayscale images,bug,Not specified,2016-08-30 11:02:33+00:00
GRIP: The Graphically Represented Image Processing engine,RFC,Not specified,2016-08-27 18:10:17+00:00
StereoBM disparity width reduced problem (SSE2),bug,Not specified,2016-08-23 12:27:23+00:00
"Bug: Different round/cast orders in implicit Mat type conversion, depending on seemingly unrelated compiler flags",category: core,Not specified,2016-08-20 11:47:11+00:00
boxFilter unexpected behaviour,RFC,Not specified,2016-08-17 09:16:06+00:00
Camera calibration thoughts,RFC,Not specified,2016-08-16 15:40:37+00:00
When creating a PR containing only doc changes,feature,Not specified,2016-08-16 11:14:57+00:00
Android Camera2Renderer can't find the correct size,bug,Not specified,2016-08-14 18:46:00+00:00
ThinPlateSplineShapeTransformer::wrapImage transformed X and Y values are located in the oposite side,bug,Not specified,2016-08-10 10:19:36+00:00
loading 32 bit TIFF requires imread flags to be set,bug,Not specified,2016-08-02 10:59:16+00:00
Set CAP_PROP_FOURCC does not work under Windows for USB camera,feature,Not specified,2016-07-30 08:17:10+00:00
 camera_calibration app fails fisheye calibration,bug,Not specified,2016-07-28 13:05:01+00:00
crash at  cv::TiffDecoder::readData(cv::Mat&) ,bug,Not specified,2016-07-26 17:18:13+00:00
OpenCV Stereo SGBM release/debug results differ,bug,Not specified,2016-07-26 14:31:28+00:00
Extract code snippets from documentation,feature,Not specified,2016-07-18 09:07:27+00:00
OpenCV protobuf error with CUDA8RC,bug,Not specified,2016-07-17 09:13:31+00:00
OpenCV 3.1 cannot explicitly set OpenCL device,feature,Not specified,2016-07-16 15:36:23+00:00
 HOGDescriptor/Detection produces inconsistent results between CPU and OpenCL implementations,bug,Not specified,2016-07-16 09:35:51+00:00
Invalid YML when storing strings containing control characters,bug,Not specified,2016-07-13 14:38:34+00:00
OpenCL in WinRT not available,feature,Not specified,2016-07-02 23:28:59+00:00
Nightly builds upload artifacts - mobile only?,category: infrastructure,Not specified,2016-07-01 01:52:03+00:00
Semi Global Block Matching artifacts on high resolution images,bug,Not specified,2016-06-27 09:09:06+00:00
std::tuple errors when Building OpenCV (Main Branch) for Microsoft VS 2015 (x64),bug,Not specified,2016-06-22 21:02:46+00:00
"SeamFinder->find breaking in GCGraph addEdges assertion, possibly due to RotationWarper giving negative corner points. Suspect either HomographyBasedEstimator or BundleAdjust causing CameraParams to allow for negative points.",bug,Not specified,2016-06-20 19:05:48+00:00
Different results of CascadeClasifier on CPU and GPU,bug,Not specified,2016-06-17 12:05:27+00:00
Corrupted frames when reading RTSP stream,category: videoio,Not specified,2016-06-16 09:50:00+00:00
Error while building with CUDA,bug,Not specified,2016-06-14 04:15:55+00:00
"crashes, when OutputArrayOfArrays is used with type inherited from cv::Point2f",bug,Not specified,2016-06-12 20:36:04+00:00
Better to have an option for Python3 or Python2?,feature,Not specified,2016-06-08 21:20:11+00:00
How can use the runAt function in cascade detect in opencv 3.1?,feature,Not specified,2016-06-07 08:33:50+00:00
findContours documentation does not state how to find the first contour,feature,Not specified,2016-06-04 23:32:11+00:00
Compile OpenCV 3.1.0 with ICC -mmic  Xeon PHI,bug,Not specified,2016-06-04 10:55:16+00:00
Error using -baseFormatSave,bug,Not specified,2016-06-04 06:40:12+00:00
Make python binding generator more generic,feature,Not specified,2016-05-28 19:34:16+00:00
Wrong Documentation for cvtColor on HSV_FULL variants,feature,Not specified,2016-05-26 22:15:03+00:00
Opencv3 / C-API: Undefined *VERSION*  macros,wontfix,Not specified,2016-05-25 20:59:39+00:00
MSER Connected Components not accessable from class,feature,Not specified,2016-05-23 12:20:20+00:00
imreadmutli not clear and some suggestion,feature,Not specified,2016-05-23 09:31:33+00:00
[Bug] Different description result for a keypoint with ORB and cuda::ORB,category: gpu/cuda (contrib),Not specified,2016-05-18 08:47:56+00:00
cv::gpu::ORB_GPU::buildScalePyramids fails with small images,bug,Not specified,2016-05-11 06:38:37+00:00
Unable to retrieve depth or points from occipital structure sensor using OpenNI2,bug,Not specified,2016-05-04 18:32:43+00:00
Traincascade tool: reported training time invalid on multicore systems,feature,Not specified,2016-05-04 11:57:40+00:00
Please consider supporting RelWithDebInfo,RFC,Not specified,2016-05-02 07:10:35+00:00
Compiling Opencv with cuda fails Mac OS 10.9.5,bug,Not specified,2016-05-02 01:30:54+00:00
/MT flag while building OpenCV,bug,Not specified,2016-04-26 19:30:32+00:00
Opencv with Qt cmd remains after actual opencv window is closed when it should be closed also,category: highgui-gui,Not specified,2016-04-26 15:47:41+00:00
opencv cv2.waitKey() do not work well with python idle or ipython ,bug,Not specified,2016-04-22 08:25:10+00:00
OpenCV build fails on Mac 10.10.5,bug,Not specified,2016-04-19 20:29:21+00:00
"Delaunay Triangulation, possible wrong calculation for huge graphs?",bug,Not specified,2016-04-19 19:37:54+00:00
Mask is ignored in cv::CascadeClassifier,feature,Not specified,2016-04-18 15:24:00+00:00
minMaxIdx not available in the JNI binding,feature,Not specified,2016-04-18 07:57:38+00:00
cleaning up the internal TLS object when the core DLL is programmatically unloaded,feature,Not specified,2016-04-15 15:26:44+00:00
viz::Viz3d window closes automatically after thread being ended,feature,Not specified,2016-04-10 05:40:08+00:00
Camera is not being released. camera.release() not working,bug,Not specified,2016-04-06 18:01:36+00:00
ORB_GPU generates random features on each run,bug,Not specified,2016-04-05 09:28:14+00:00
cvflann::hierarchicalClustering doesn't compile with Hamming Distance,RFC,Not specified,2016-04-01 14:48:13+00:00
Support custom options in AVCodecContext (av_dict_set) in FFMPEG backend,feature,Not specified,2016-03-29 13:15:42+00:00
write/read of (at least) feature detector/descriptor extractor don't seem to work properly in the latest version 3.x,feature,Not specified,2016-03-24 23:46:56+00:00
Cannot compile Flann's HDF5 on Ubuntu Vivid and above,bug,5.0,2016-03-18 10:40:40+00:00
"opencv_perf_objdetect ""OCL_Cascade_*"" tests fail since commit ad70ab40",wontfix,Not specified,2016-03-17 21:48:17+00:00
"opencv_perf_objdetect test ""OCL_HOGFixture_HOG.HOG"": unsupported call to function reduce_smem in normalize_hists_kernel",bug,Not specified,2016-03-17 21:43:00+00:00
Print stack trace with exception,feature,Not specified,2016-03-17 20:20:10+00:00
Inconsistency of method inputs' names within the same module,feature,Not specified,2016-03-14 12:28:06+00:00
dc1394_video_get_supported_framerates bug returns.,bug,Not specified,2016-03-09 19:29:19+00:00
FeatureDetector.detect with ORB not working on Android,bug,Not specified,2016-03-09 15:14:05+00:00
"Linux build instructions, ffmpeg or libav",feature,Not specified,2016-02-27 16:45:16+00:00
Exception when using CUDA APIs after resume from suspension,bug,Not specified,2016-02-26 22:40:55+00:00
UMat tests hang on Odroid,bug,Not specified,2016-02-26 18:42:02+00:00
Bad ORB descriptors match on Mac,bug,Not specified,2016-02-26 12:18:26+00:00
OpenCV reduction based algorithms,category: ocl,Not specified,2016-02-21 16:52:46+00:00
solvePnP fails with perfect coordinates (and cvPOSIT passes),bug,Not specified,2016-02-15 08:46:42+00:00
No function for Radon transform,feature,Not specified,2016-02-11 01:37:34+00:00
Some of the features2d algorithms would need a little bit of refactoring,feature,Not specified,2016-02-10 21:46:17+00:00
LineIterator is missing from Java bindings,feature,Not specified,2016-02-10 14:24:47+00:00
buildPyramid segfaults  with Clang,incomplete,Not specified,2016-02-09 16:18:13+00:00
cvUndistortPoints returns imprecise results,feature,Not specified,2016-02-09 13:58:52+00:00
